"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 20 13:14:34 IST 2022","Tue Sep 20 13:14:34 IST 2022","662","","Running all api tests","","Sample PATCH method API test","","Sample PATCH method API test",""
"passed","Tue Sep 20 13:14:34 IST 2022","Tue Sep 20 13:14:34 IST 2022","685","Default Suite","SkJavaConsumerDirect-CodeClenUp","com.scripted.runners.APITestRunner","com.scripted.runners.APITestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Tue Sep 20 13:14:33 IST 2022","Tue Sep 20 13:14:34 IST 2022","319","Default Suite","SkJavaConsumerDirect-CodeClenUp","com.scripted.runners.APITestRunner","com.scripted.runners.APITestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Tue Sep 20 13:14:28 IST 2022","Tue Sep 20 13:14:31 IST 2022","2519","Default Suite","SkJavaConsumerDirect-CodeClenUp","com.scripted.runners.APITestRunner","com.scripted.runners.APITestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Tue Sep 20 13:14:32 IST 2022","Tue Sep 20 13:14:33 IST 2022","679","Default Suite","SkJavaConsumerDirect-CodeClenUp","com.scripted.runners.APITestRunner","com.scripted.runners.APITestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Tue Sep 20 13:14:31 IST 2022","Tue Sep 20 13:14:32 IST 2022","1150","Default Suite","SkJavaConsumerDirect-CodeClenUp","com.scripted.runners.APITestRunner","com.scripted.runners.APITestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Tue Sep 20 13:14:29 IST 2022","Tue Sep 20 13:14:31 IST 2022","2095","","Running all api tests","","Sample GET method API test","","Sample GET method API test",""
"passed","Tue Sep 20 13:14:32 IST 2022","Tue Sep 20 13:14:33 IST 2022","655","","Running all api tests","","Sample PUT method API test","","Sample PUT method API test",""
"passed","Tue Sep 20 13:14:33 IST 2022","Tue Sep 20 13:14:33 IST 2022","615","Default Suite","SkJavaConsumerDirect-CodeClenUp","com.scripted.runners.APITestRunner","com.scripted.runners.APITestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Tue Sep 20 13:14:33 IST 2022","Tue Sep 20 13:14:33 IST 2022","590","","Running all api tests","","Sample DELETE method API test","","Sample DELETE method API test",""
"passed","Tue Sep 20 13:14:31 IST 2022","Tue Sep 20 13:14:32 IST 2022","1121","","Running all api tests","","Sample POST method API test","","Sample POST method API test",""
"passed","Tue Sep 20 13:14:33 IST 2022","Tue Sep 20 13:14:34 IST 2022","298","","Running all api tests","","Sample GET method API test with query parameters","","Sample GET method API test with query parameters",""
