"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 19 10:55:21 IST 2022","Mon Sep 19 10:55:22 IST 2022","641","","Running all api tests","","Sample DELETE method API test","","Sample DELETE method API test",""
"passed","Mon Sep 19 10:55:20 IST 2022","Mon Sep 19 10:55:21 IST 2022","702","","Running all api tests","","Sample PUT method API test","","Sample PUT method API test",""
"passed","Mon Sep 19 10:55:14 IST 2022","Mon Sep 19 10:55:19 IST 2022","4491","","Running all api tests","","Sample GET method API test","","Sample GET method API test",""
"passed","Mon Sep 19 10:55:22 IST 2022","Mon Sep 19 10:55:22 IST 2022","364","Default Suite","SkJavaConsumerDirect-CodeClenUp","com.scripted.runners.APITestRunner","com.scripted.runners.APITestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Mon Sep 19 10:55:19 IST 2022","Mon Sep 19 10:55:20 IST 2022","1313","Default Suite","SkJavaConsumerDirect-CodeClenUp","com.scripted.runners.APITestRunner","com.scripted.runners.APITestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Mon Sep 19 10:55:19 IST 2022","Mon Sep 19 10:55:20 IST 2022","1288","","Running all api tests","","Sample POST method API test","","Sample POST method API test",""
"passed","Mon Sep 19 10:55:14 IST 2022","Mon Sep 19 10:55:19 IST 2022","4852","Default Suite","SkJavaConsumerDirect-CodeClenUp","com.scripted.runners.APITestRunner","com.scripted.runners.APITestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Mon Sep 19 10:55:20 IST 2022","Mon Sep 19 10:55:21 IST 2022","724","Default Suite","SkJavaConsumerDirect-CodeClenUp","com.scripted.runners.APITestRunner","com.scripted.runners.APITestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Mon Sep 19 10:55:22 IST 2022","Mon Sep 19 10:55:22 IST 2022","343","","Running all api tests","","Sample GET method API test with query parameters","","Sample GET method API test with query parameters",""
"passed","Mon Sep 19 10:55:21 IST 2022","Mon Sep 19 10:55:22 IST 2022","669","Default Suite","SkJavaConsumerDirect-CodeClenUp","com.scripted.runners.APITestRunner","com.scripted.runners.APITestRunner","runScenario","Runs Cucumber Scenarios",""
