"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 14 11:39:54 IST 2022","Wed Sep 14 11:39:55 IST 2022","609","","Running all api tests","","Sample DELETE method API test","","Sample DELETE method API test",""
"passed","Wed Sep 14 11:39:55 IST 2022","Wed Sep 14 11:39:55 IST 2022","378","Default Suite","SkJavaConsumerDirect-CodeClenUp","com.scripted.runners.APITestRunner","com.scripted.runners.APITestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Sep 14 11:39:49 IST 2022","Wed Sep 14 11:39:54 IST 2022","4285","Default Suite","SkJavaConsumerDirect-CodeClenUp","com.scripted.runners.APITestRunner","com.scripted.runners.APITestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Sep 14 11:39:55 IST 2022","Wed Sep 14 11:39:55 IST 2022","301","","Running all api tests","","Sample GET method API test with query parameters","","Sample GET method API test with query parameters",""
"passed","Wed Sep 14 11:39:54 IST 2022","Wed Sep 14 11:39:54 IST 2022","711","Default Suite","SkJavaConsumerDirect-CodeClenUp","com.scripted.runners.APITestRunner","com.scripted.runners.APITestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Sep 14 11:39:54 IST 2022","Wed Sep 14 11:39:54 IST 2022","693","","Running all api tests","","Sample PUT method API test","","Sample PUT method API test",""
"passed","Wed Sep 14 11:39:47 IST 2022","Wed Sep 14 11:39:49 IST 2022","2225","","Running all api tests","","Sample GET method API test","","Sample GET method API test",""
"passed","Wed Sep 14 11:39:47 IST 2022","Wed Sep 14 11:39:49 IST 2022","2586","Default Suite","SkJavaConsumerDirect-CodeClenUp","com.scripted.runners.APITestRunner","com.scripted.runners.APITestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Wed Sep 14 11:39:49 IST 2022","Wed Sep 14 11:39:54 IST 2022","4266","","Running all api tests","","Sample POST method API test","","Sample POST method API test",""
"passed","Wed Sep 14 11:39:54 IST 2022","Wed Sep 14 11:39:55 IST 2022","632","Default Suite","SkJavaConsumerDirect-CodeClenUp","com.scripted.runners.APITestRunner","com.scripted.runners.APITestRunner","runScenario","Runs Cucumber Scenarios",""
