"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 13 12:48:16 IST 2022","Tue Sep 13 12:48:16 IST 2022","280","","Running all api tests","","Sample GET method API test with query parameters","","Sample GET method API test with query parameters",""
"passed","Tue Sep 13 12:48:11 IST 2022","Tue Sep 13 12:48:13 IST 2022","2064","","Running all api tests","","Sample GET method API test","","Sample GET method API test",""
"passed","Tue Sep 13 12:48:14 IST 2022","Tue Sep 13 12:48:15 IST 2022","694","","Running all api tests","","Sample PUT method API test","","Sample PUT method API test",""
"passed","Tue Sep 13 12:48:13 IST 2022","Tue Sep 13 12:48:14 IST 2022","1168","","Running all api tests","","Sample POST method API test","","Sample POST method API test",""
"passed","Tue Sep 13 12:48:15 IST 2022","Tue Sep 13 12:48:15 IST 2022","694","","Running all api tests","","Sample DELETE method API test","","Sample DELETE method API test",""
"passed","Tue Sep 13 12:48:14 IST 2022","Tue Sep 13 12:48:15 IST 2022","719","Default Suite","SkJavaConsumerDirect-CodeClenUp","com.scripted.runners.APITestRunner","com.scripted.runners.APITestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Tue Sep 13 12:48:13 IST 2022","Tue Sep 13 12:48:14 IST 2022","1194","Default Suite","SkJavaConsumerDirect-CodeClenUp","com.scripted.runners.APITestRunner","com.scripted.runners.APITestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Tue Sep 13 12:48:10 IST 2022","Tue Sep 13 12:48:13 IST 2022","2431","Default Suite","SkJavaConsumerDirect-CodeClenUp","com.scripted.runners.APITestRunner","com.scripted.runners.APITestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Tue Sep 13 12:48:15 IST 2022","Tue Sep 13 12:48:16 IST 2022","717","Default Suite","SkJavaConsumerDirect-CodeClenUp","com.scripted.runners.APITestRunner","com.scripted.runners.APITestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Tue Sep 13 12:48:16 IST 2022","Tue Sep 13 12:48:16 IST 2022","301","Default Suite","SkJavaConsumerDirect-CodeClenUp","com.scripted.runners.APITestRunner","com.scripted.runners.APITestRunner","runScenario","Runs Cucumber Scenarios",""
