"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 19 13:55:03 IST 2022","Mon Sep 19 13:55:06 IST 2022","2648","Default Suite","SkJavaConsumerDirect-CodeClenUp","com.scripted.runners.APITestRunner","com.scripted.runners.APITestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Mon Sep 19 13:55:07 IST 2022","Mon Sep 19 13:55:08 IST 2022","737","Default Suite","SkJavaConsumerDirect-CodeClenUp","com.scripted.runners.APITestRunner","com.scripted.runners.APITestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Mon Sep 19 13:55:09 IST 2022","Mon Sep 19 13:55:09 IST 2022","390","Default Suite","SkJavaConsumerDirect-CodeClenUp","com.scripted.runners.APITestRunner","com.scripted.runners.APITestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Mon Sep 19 13:55:06 IST 2022","Mon Sep 19 13:55:07 IST 2022","1225","","Running all api tests","","Sample POST method API test","","Sample POST method API test",""
"passed","Mon Sep 19 13:55:09 IST 2022","Mon Sep 19 13:55:10 IST 2022","1140","Default Suite","SkJavaConsumerDirect-CodeClenUp","com.scripted.runners.APITestRunner","com.scripted.runners.APITestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Mon Sep 19 13:55:09 IST 2022","Mon Sep 19 13:55:09 IST 2022","369","","Running all api tests","","Sample GET method API test with query parameters","","Sample GET method API test with query parameters",""
"passed","Mon Sep 19 13:55:03 IST 2022","Mon Sep 19 13:55:06 IST 2022","2306","","Running all api tests","","Sample GET method API test","","Sample GET method API test",""
"passed","Mon Sep 19 13:55:08 IST 2022","Mon Sep 19 13:55:09 IST 2022","796","Default Suite","SkJavaConsumerDirect-CodeClenUp","com.scripted.runners.APITestRunner","com.scripted.runners.APITestRunner","runScenario","Runs Cucumber Scenarios",""
"passed","Mon Sep 19 13:55:07 IST 2022","Mon Sep 19 13:55:08 IST 2022","714","","Running all api tests","","Sample PUT method API test","","Sample PUT method API test",""
"passed","Mon Sep 19 13:55:08 IST 2022","Mon Sep 19 13:55:09 IST 2022","780","","Running all api tests","","Sample DELETE method API test","","Sample DELETE method API test",""
"passed","Mon Sep 19 13:55:09 IST 2022","Mon Sep 19 13:55:10 IST 2022","1116","","Running all api tests","","Sample PATCH method API test","","Sample PATCH method API test",""
"passed","Mon Sep 19 13:55:06 IST 2022","Mon Sep 19 13:55:07 IST 2022","1250","Default Suite","SkJavaConsumerDirect-CodeClenUp","com.scripted.runners.APITestRunner","com.scripted.runners.APITestRunner","runScenario","Runs Cucumber Scenarios",""
